20201201,11,31,202101,0,42040,42450,42020,42020,42020,5,229
20201201,11,31,202102,0,42300,42300,42100,42300,42300,9,155
20201201,11,31,202103,0,42420,42690,42030,42030,42030,3,132
20201201,11,31,202104,0,42500,42970,42500,42650,42650,10,344
20201201,11,31,202105,0,42400,44010,42400,42720,42720,73,573
20201201,11,31,202106,0,42740,43400,42730,42820,42820,66,77
20201201,11,32,202101,0,45700,45700,45380,45380,45380,23,286
20201201,11,32,202102,0,45770,45770,45590,45770,45770,16,251
20201201,11,32,202103,0,45820,45820,45580,45730,45730,6,203
20201201,11,32,202104,0,45940,45940,45710,45800,45800,9,135
20201201,11,32,202105,0,45730,46390,45730,45850,45850,78,373
20201201,11,32,202106,0,45970,46540,45790,45980,45980,59,174
20201201,11,34,202101,0,,,,,48800,,0
20201201,11,34,202102,0,,,,,48700,,0
20201201,11,34,202103,0,,,,,48700,,0
20201201,11,34,202104,0,,,,,48700,,0
20201201,11,34,202105,0,,,,,48700,,0
20201201,11,34,202106,0,,,,,48700,,0
20201201,11,37,202101,0,,,,,44000,,226
20201201,11,37,202102,0,,,,,44000,,225
20201201,11,37,202103,0,45300,45300,45300,45300,45300,1,72
20201201,11,37,202104,0,,,,,44600,,7
20201201,11,37,202105,0,,,,,44800,,3
20201201,11,37,202106,0,,,,,44800,,0
20201201,11,38,202101,0,47200,47200,46500,46500,46500,11,851
20201201,11,38,202102,0,47400,47400,47400,47400,47400,1,768
20201201,11,38,202103,0,,,,,45000,,31
20201201,11,38,202104,0,,,,,45000,,2
20201201,11,38,202105,0,,,,,45000,,1
20201201,11,38,202106,0,,,,,45000,,0
20201201,12,33,202012,0,30770,30900,30670,30710,30710,32,4591
20201201,12,33,202101,0,30510,31000,30510,30690,30690,43,4167
20201201,12,33,202102,0,30510,30830,30420,30650,30650,177,9306
20201201,12,33,202103,0,30550,30830,30380,30600,30600,690,6086
20201201,12,33,202104,0,30370,31080,30350,30700,30700,4160,107306
20201201,12,33,202105,0,30820,30900,30620,30740,30740,432,324
20201201,12,41,202012,0,,,,,43000,,0
20201201,12,41,202101,0,,,,,43000,,0
20201201,12,41,202102,0,,,,,43000,,0
20201201,12,41,202103,0,,,,,43000,,0
20201201,12,41,202104,0,,,,,43000,,0
20201201,12,41,202105,0,,,,,43000,,0
20201201,12,41,202106,0,,,,,43000,,0
20201201,12,42,202012,0,,,,,43000,,0
20201201,12,42,202101,0,,,,,43000,,0
20201201,12,42,202102,0,,,,,43000,,0
20201201,12,42,202103,0,,,,,43000,,0
20201201,12,42,202104,0,,,,,43000,,0
20201201,12,42,202105,0,,,,,43000,,0
20201201,12,42,202106,0,,,,,43000,,0
20201201,12,43,202012,0,,,,,49300,,0
20201201,12,43,202101,0,,,,,49500,,0
20201201,12,43,202102,0,,,,,49700,,0
20201201,12,43,202103,0,,,,,49700,,0
20201201,12,43,202104,0,,,,,49700,,0
20201201,12,43,202105,0,,,,,49700,,0
20201201,12,43,202106,0,,,,,49700,,0
20201201,12,44,202012,0,,,,,44000,,0
20201201,12,44,202101,0,,,,,44000,,0
20201201,12,44,202102,0,,,,,44000,,0
20201201,12,44,202103,0,,,,,44000,,0
20201201,12,44,202104,0,,,,,44000,,0
20201201,12,44,202105,0,,,,,44000,,0
20201201,12,44,202106,0,,,,,44000,,0
20201201,12,45,202012,0,,,,,46000,,0
20201201,12,45,202101,0,,,,,46000,,0
20201201,12,45,202102,0,,,,,46000,,0
20201201,12,45,202103,0,,,,,46000,,0
20201201,12,45,202104,0,,,,,46000,,0
20201201,12,45,202105,0,,,,,46000,,0
20201201,12,45,202106,0,,,,,46000,,0
20201201,12,46,202012,0,,,,,49400,,0
20201201,12,46,202101,0,,,,,49600,,0
20201201,12,46,202102,0,,,,,49800,,0
20201201,12,46,202103,0,,,,,49800,,0
20201201,12,46,202104,0,,,,,49800,,0
20201201,12,46,202105,0,,,,,49800,,0
20201201,12,46,202106,0,,,,,49800,,0
20201201,12,61,202012,0,,,,,6.73,,90
20201201,12,61,202101,0,,,,,6.60,,90
20201201,12,61,202102,0,,,,,6.65,,105
20201201,12,61,202103,0,,,,,5.98,,10
20201201,12,61,202104,0,,,,,5.91,,0
20201201,12,61,202105,0,,,,,5.60,,0
20201201,12,61,202106,0,,,,,6.13,,0
20201201,12,61,202107,0,,,,,7.12,,0
20201201,12,61,202108,0,,,,,6.90,,0
20201201,12,61,202109,0,,,,,6.48,,0
20201201,12,61,202110,0,,,,,5.95,,0
20201201,12,61,202111,0,,,,,6.25,,0
20201201,12,61,202112,0,,,,,7.25,,0
20201201,12,61,202201,0,,,,,7.56,,0
20201201,12,61,202202,0,,,,,7.11,,0
20201201,12,62,202012,0,,,,,7.27,50,80
20201201,12,62,202101,0,,,,,7.80,,10
20201201,12,62,202102,0,,,,,7.80,,10
20201201,12,62,202103,0,,,,,6.46,,0
20201201,12,62,202104,0,,,,,6.27,,0
20201201,12,62,202105,0,,,,,6.83,,0
20201201,12,62,202106,0,,,,,7.51,,0
