20200203,11,11,202002,0,5523,5532,5508,5509,5509,40,1672
20200203,11,11,202004,0,5523,5540,5513,5515,5515,87,10732
20200203,11,11,202006,0,5520,5540,5511,5513,5513,359,8369
20200203,11,11,202008,0,5518,5538,5508,5510,5510,420,5979
20200203,11,11,202010,0,5514,5538,5507,5511,5511,3281,14134
20200203,11,11,202012,0,5516,5539,5508,5512,5512,39505,40564
20200203,11,12,202002,0,62.1,62.1,62.1,62.1,62.1,1,30
20200203,11,12,202004,0,62.5,62.5,62.5,62.5,62.5,1,96
20200203,11,12,202006,0,,,,,64.0,,142
20200203,11,12,202008,0,62.5,62.5,62.5,62.5,62.5,1,192
20200203,11,12,202010,0,62.9,62.9,62.5,62.5,62.5,3,200
20200203,11,12,202012,0,63.0,63.1,61.7,62.1,62.1,52,477
20200203,11,13,202002,0,3419,3419,3329,3329,3329,72,926
20200203,11,13,202004,0,3412,3412,3323,3338,3338,303,3703
20200203,11,13,202006,0,3417,3417,3319,3337,3337,90,3569
20200203,11,13,202008,0,3417,3418,3331,3340,3340,592,5617
20200203,11,13,202010,0,3419,3424,3333,3347,3347,2171,10110
20200203,11,13,202012,0,3430,3434,3341,3355,3355,18086,23393
20200203,11,14,202002,0,,,,,8233,,213
20200203,11,14,202004,0,8051,8068,8023,8060,8060,6,93
20200203,11,14,202006,0,,,,,8000,,155
20200203,11,14,202008,0,8034,8034,7900,7900,7900,4,218
20200203,11,14,202010,0,7951,7951,7730,7765,7765,23,308
20200203,11,14,202012,0,7680,7765,7528,7576,7576,304,563
20200203,11,201,202003,0,25190,26310,25190,26310,26310,57,77
20200203,11,201,202005,0,24650,24710,24650,24710,24710,5,194
20200203,11,201,202007,0,23150,23150,23150,23150,23150,1,427
20200203,11,201,202009,0,23430,23430,23430,23430,23430,1,181
20200203,11,201,202011,0,23520,23550,23500,23550,23550,4,160
20200203,11,201,202101,0,23730,23730,23470,23550,23550,224,692
20200203,11,202,202002,0,,,,,44000,,0
20200203,11,202,202004,0,,,,,48900,,0
20200203,11,202,202006,0,,,,,48900,,0
20200203,11,202,202008,0,,,,,48900,,0
20200203,11,202,202010,0,,,,,48900,,0
20200203,11,202,202012,0,,,,,48900,,0
20200203,11,204,202002,0,,,,,17300,,0
20200203,11,204,202003,0,,,,,17300,,0
20200203,11,204,202004,0,,,,,17700,,0
20200203,11,204,202005,0,,,,,17700,,0
20200203,11,204,202006,0,,,,,17700,,0
20200203,11,204,202007,0,,,,,17700,,0
20200203,11,31,202003,0,52890,52890,51900,51900,51900,14,218
20200203,11,31,202004,0,52560,52560,51200,51500,51500,69,423
20200203,11,31,202005,0,52500,52500,50710,51050,51050,38,429
20200203,11,31,202006,0,52020,52020,50340,50790,50790,75,485
20200203,11,31,202007,0,51490,51490,49860,50290,50290,230,1110
20200203,11,31,202008,0,51110,51110,49450,50010,50010,706,457
20200203,11,32,202003,0,54140,54500,54110,54110,54110,37,281
20200203,11,32,202004,0,54580,54590,54200,54380,54380,24,392
20200203,11,32,202005,0,55020,55020,53910,54190,54190,9,281
20200203,11,32,202006,0,54320,54330,52850,53300,53300,34,119
20200203,11,32,202007,0,53820,53820,52110,52500,52500,123,407
20200203,11,32,202008,0,53090,53150,51610,52030,52030,217,217
20200203,11,34,202003,0,,,,,62700,,0
20200203,11,34,202004,0,,,,,62400,,0
20200203,11,34,202005,0,,,,,62100,,0
20200203,11,34,202006,0,,,,,61800,,0
20200203,11,34,202007,0,,,,,61500,,0
20200203,11,34,202008,0,,,,,61200,,0
20200203,11,37,202003,0,55500,55500,54500,54500,54500,12,49
20200203,11,37,202004,0,54500,54500,54500,54500,54500,10,32
20200203,11,37,202005,0,55000,55000,53500,53500,53500,12,29
20200203,11,37,202006,0,54500,54500,53400,53400,53400,14,39
20200203,11,37,202007,0,54000,54000,53000,53000,53000,15,40
20200203,11,37,202008,0,53500,53500,52500,52500,52500,12,12
20200203,11,38,202003,0,59500,59500,58500,58500,58500,5,45
20200203,11,38,202004,0,,,,,60000,,5
20200203,11,38,202005,0,57500,57500,57500,57500,57500,2,2
20200203,11,38,202006,0,57000,57000,57000,57000,57000,2,2
20200203,11,38,202007,0,,,,,58800,,0
20200203,11,38,202008,0,,,,,58800,,0
20200203,11,81,202002,0,161.7,161.7,150.0,152.0,152.0,48,702
20200203,11,81,202003,0,173.8,173.8,164.0,166.0,166.0,93,1725
20200203,11,81,202004,0,179.3,179.3,169.7,171.0,171.0,231,1369
20200203,11,81,202005,0,179.4,179.4,169.9,171.7,171.7,398,1719
20200203,11,81,202006,0,179.8,180.0,169.5,172.0,172.0,2615,3792
20200203,11,81,202007,0,181.0,181.5,170.5,173.0,173.0,4897,4816
20200203,11,82,202003,0,151.2,151.2,143.4,143.4,143.4,8,0
20200203,11,82,202004,0,152.2,152.2,145.2,145.2,145.2,8,0
20200203,11,82,202005,0,153.0,153.0,146.5,146.5,146.5,8,0
20200203,11,82,202006,0,154.1,154.1,147.2,147.2,147.2,8,0
20200203,11,82,202007,0,155.2,155.2,147.9,147.9,147.9,8,12
20200203,11,82,202008,0,152.0,152.0,148.7,148.7,148.7,4,0
20200203,12,16,202002,0,5520,5541,5512,5512,5509,4,1614
20200203,12,16,202004,0,,,,,5515,,2873
20200203,12,16,202006,0,5531,5541,5517,5517,5513,6,865
20200203,12,16,202008,0,5522,5539,5522,5539,5510,3,3088
20200203,12,16,202010,0,5520,5539,5508,5508,5511,488,5525
20200203,12,16,202012,0,5514,5541,5509,5510,5512,3284,9847
20200203,12,17,202002,0,3353,3353,3353,3353,3329,1,111
20200203,12,17,202004,0,,,,,3338,,333
20200203,12,17,202006,0,3319,3319,3319,3319,3337,2,222
20200203,12,17,202008,0,3397,3397,3397,3397,3340,2,203
20200203,12,17,202010,0,3414,3414,3343,3343,3347,47,520
20200203,12,17,202012,0,3434,3434,3340,3354,3355,1560,1146
20200203,12,18,,0,5530,5551,5523,5524,5516,3463,61830
20200203,12,19,,0,3476,3476,3392,3405,3332,765,16298
20200203,12,33,202002,0,39130,39130,37000,37570,37570,308,5235
20200203,12,33,202003,0,38680,38750,36870,37310,37310,2671,5533
20200203,12,33,202004,0,38420,38420,36560,37180,37180,749,2492
20200203,12,33,202005,0,38100,38100,36370,36910,36910,1571,6494
20200203,12,33,202006,0,37750,37780,36140,36690,36690,9901,22778
20200203,12,33,202007,0,36270,36800,35870,36560,36560,3653,1488
20200203,12,41,202002,0,,,,,58000,,0
20200203,12,41,202003,0,,,,,58000,,0
20200203,12,41,202004,0,,,,,58000,,0
20200203,12,41,202005,0,,,,,58000,,0
20200203,12,41,202006,0,,,,,58000,,0
20200203,12,41,202007,0,,,,,58000,,0
20200203,12,41,202008,0,,,,,58000,,0
20200203,12,42,202002,0,,,,,58600,,0
20200203,12,42,202003,0,,,,,58600,,0
20200203,12,42,202004,0,,,,,58600,,0
20200203,12,42,202005,0,,,,,58600,,0
20200203,12,42,202006,0,,,,,58600,,0
20200203,12,42,202007,0,,,,,58600,,0
20200203,12,42,202008,0,,,,,58600,,0
20200203,12,43,202002,0,,,,,63800,,0
20200203,12,43,202003,0,,,,,63800,,0
20200203,12,43,202004,0,,,,,63800,,0
20200203,12,43,202005,0,,,,,60300,,0
20200203,12,43,202006,0,,,,,60100,,0
20200203,12,43,202007,0,,,,,59900,,0
20200203,12,43,202008,0,,,,,59700,,0
20200203,12,44,202002,0,,,,,59000,,0
20200203,12,44,202003,0,,,,,59000,,0
20200203,12,44,202004,0,,,,,59000,,0
20200203,12,44,202005,0,,,,,59000,,0
